timestamp,day_of_week,hour_of_day,is_weekend,temperature,is_holiday,solar_generation,electricity_demand
2000-01-04 19:00:00,1,19,0,19.843224952664446,0,8.945484685244281,696.2950606295525
2000-01-04 20:00:00,1,20,0,11.489734530613237,0,8.661353981918353,555.4654003921544
2000-01-04 21:00:00,1,21,0,13.361689267011158,0,3.228749567778959,609.069382863953
2000-01-04 22:00:00,1,22,0,13.039459234339212,0,4.257130331402582,611.2256589271246
2000-01-04 23:00:00,1,23,0,7.682425259339407,0,4.481869865543788,441.55214431863214
2000-01-05 00:00:00,2,0,0,16.48060138532288,0,9.271280534052051,527.5341405873233
2000-01-05 01:00:00,2,1,0,16.305276360899448,0,8.819276584323418,500.9640636195329
2000-01-05 02:00:00,2,2,0,15.025567283212304,0,9.421741834984584,555.9441111536066
2000-01-05 03:00:00,2,3,0,13.827064333124266,0,3.4394703342560096,417.54361271718085
2000-01-05 04:00:00,2,4,0,7.923146289747929,0,3.213508734260083,568.9076715442525
2000-01-05 05:00:00,2,5,0,12.896773386173205,0,0.5226527150516225,536.4295164661205
2000-01-05 06:00:00,2,6,0,13.286427417366152,0,263.1395635834058,331.4653365777869
2000-01-05 07:00:00,2,7,0,10.988613653891905,0,143.72698765451995,400.8768584216017
2000-01-05 08:00:00,2,8,0,14.193571441669954,0,162.361404513085,409.2200332881772
2000-01-05 09:00:00,2,9,0,17.020254284072692,0,295.32217013965084,330.86694275288625
2000-01-05 10:00:00,2,10,0,24.43092950605265,0,212.53964744947984,445.7032265508674
2000-01-05 11:00:00,2,11,0,15.872889064159194,0,225.0804060685551,486.770372272753
2000-01-05 12:00:00,2,12,0,16.28775195361382,0,79.39210517101709,510.8861624773904
2000-01-05 13:00:00,2,13,0,14.627770421169163,0,95.17385479073671,605.906227159835
2000-01-05 14:00:00,2,14,0,5.406143923504793,0,288.9501596246722,483.5042278678025
2000-01-05 15:00:00,2,15,0,14.867430622753915,0,172.30567646666594,491.39883494599326
2000-01-05 16:00:00,2,16,0,15.301151049705132,0,236.56531007854397,383.6901996206676
2000-01-05 17:00:00,2,17,0,27.31621056242643,0,226.9655705492038,499.90802229650507
2000-01-05 18:00:00,2,18,0,14.038195176094387,0,130.32979221741516,498.38218446930244
2000-01-05 19:00:00,2,19,0,16.507736711668063,0,5.2734372943338474,575.7550050097956
2000-01-05 20:00:00,2,20,0,14.826441151473784,0,9.807813146166966,579.0915646911716
2000-01-05 21:00:00,2,21,0,9.156609811902339,0,1.068233443943739,516.8667703506226
2000-01-05 22:00:00,2,22,0,20.714114072575104,0,1.9610941635875068,634.8636840484712
2000-01-05 23:00:00,2,23,0,18.759665163433873,0,4.317578014965756,574.9650939330252
2000-01-06 00:00:00,3,0,0,18.955159735215233,0,4.204503552592201,496.20303343989036
2000-01-06 01:00:00,3,1,0,10.453062726026305,0,3.6221329842263925,508.76300723830894
2000-01-06 02:00:00,3,2,0,22.013971554680495,0,2.4399390181563008,487.14824948846746
2000-01-06 03:00:00,3,3,0,7.990744686038596,0,1.9282637549572035,524.3032913929819
2000-01-06 04:00:00,3,4,0,17.934285469001352,0,1.542404981936627,495.9585718053409
2000-01-06 05:00:00,3,5,0,25.952278129049894,0,3.053051070460694,520.7886098778773
2000-01-06 06:00:00,3,6,0,10.047318374346558,0,218.30439079869802,428.3600044099888
2000-01-06 07:00:00,3,7,0,12.16851135198614,0,225.3423803667595,376.53613536590296
2000-01-06 08:00:00,3,8,0,15.498256825438206,0,65.70410651219659,438.0978181035726
2000-01-06 09:00:00,3,9,0,12.482621729419003,0,169.9266312239231,527.6392852917264
2000-01-06 10:00:00,3,10,0,7.246682844669337,0,183.6487191150213,395.98931070859027
2000-01-06 11:00:00,3,11,0,15.342814874030136,0,127.0265952466401,516.9566703495793
2000-01-06 12:00:00,3,12,0,9.688481431369475,0,233.67998087130297,385.20958501414094
2000-01-06 13:00:00,3,13,0,17.36796215317591,0,95.11355130698973,503.7033922716777
2000-01-06 14:00:00,3,14,0,10.402878828830985,0,107.80566535622461,512.2478641073303
2000-01-06 15:00:00,3,15,0,22.749672025087698,0,269.1217831277506,431.62076643179176
2000-01-06 16:00:00,3,16,0,11.083733538318814,0,280.70600302650905,369.476905958327
2000-01-06 17:00:00,3,17,0,13.389692418971622,0,278.9993215377783,406.3175341674611
2000-01-06 18:00:00,3,18,0,19.067586086848348,0,91.07321795624384,614.2850417056453
2000-01-06 19:00:00,3,19,0,8.845678417830225,0,2.1856992742179226,572.2504472665288
2000-01-06 20:00:00,3,20,0,16.137299673020646,0,1.659038335386408,583.6659799185256
2000-01-06 21:00:00,3,21,0,21.53571377141214,0,7.2065069567632385,671.4788808406735
2000-01-06 22:00:00,3,22,0,6.962583827193862,0,2.7160438154190047,715.77327175555
2000-01-06 23:00:00,3,23,0,15.923169292661521,0,7.29168924270761,531.5385684207146
2000-01-07 00:00:00,4,0,0,16.299413971242117,0,5.0130244087256095,547.3932304292273
2000-01-07 01:00:00,4,1,0,18.90911435888655,0,5.4202739049346516,613.0372763052169
2000-01-07 02:00:00,4,2,0,8.81524644560959,0,2.0502230415222114,482.89106106923157
2000-01-07 03:00:00,4,3,0,8.397716934578618,0,7.206298360871571,549.179875209702
2000-01-07 04:00:00,4,4,0,17.60970782808449,0,0.9657218588780214,494.08603310752375
2000-01-07 05:00:00,4,5,0,16.48492336616593,0,8.049395744042693,515.358881248439
2000-01-07 06:00:00,4,6,0,16.252464251729382,0,131.63913619586162,526.910795883591
2000-01-07 07:00:00,4,7,0,16.732241047484877,0,142.80815783820165,453.9194799986507
2000-01-07 08:00:00,4,8,0,11.599876392107547,0,259.87066207321527,340.1780848761405
2000-01-07 09:00:00,4,9,0,16.161268485805017,0,232.51068214438266,392.74398105109407
2000-01-07 10:00:00,4,10,0,16.465362366493405,0,204.76906981038562,457.397952013957
2000-01-07 11:00:00,4,11,0,11.42824290986816,0,203.26851519051206,451.3172105176063
2000-01-07 12:00:00,4,12,0,24.328872555723784,0,210.28586015217968,496.31138994346895
2000-01-07 13:00:00,4,13,0,17.36916460455894,0,60.66637693470832,523.9991721514734
2000-01-07 14:00:00,4,14,0,9.043482513986756,0,247.26000274123172,405.09088326508845
2000-01-07 15:00:00,4,15,0,18.28276804316915,0,83.94437024526611,527.7089491907828
2000-01-07 16:00:00,4,16,0,10.126591648863393,0,159.9006022156186,402.6350824400079
2000-01-07 17:00:00,4,17,0,18.93542301871226,0,273.12735794913067,395.18683187062396
2000-01-07 18:00:00,4,18,0,20.79297789503702,0,131.12529035565169,526.8090593684441
2000-01-07 19:00:00,4,19,0,10.896588408241447,0,9.082888006240411,565.117689143113
2000-01-07 20:00:00,4,20,0,19.81688064622161,0,2.894252750711134,619.6075250155378
2000-01-07 21:00:00,4,21,0,17.06390463468249,0,5.25215754589215,573.6775789692099
2000-01-07 22:00:00,4,22,0,19.11030079997245,0,7.768772924484912,654.5367223841663
2000-01-07 23:00:00,4,23,0,24.483964913269737,0,4.0024428629933375,478.76286823137656
2000-01-08 00:00:00,5,0,1,13.773059419985648,0,6.927006252802169,472.4901593698379
2000-01-08 01:00:00,5,1,1,11.231319178212551,0,5.052756232009369,471.75677893487415
2000-01-08 02:00:00,5,2,1,10.552427851872384,0,0.6413032623125559,510.6843153300711
2000-01-08 03:00:00,5,3,1,10.920948575172808,0,3.4684214150753547,514.9718247071822
2000-01-08 04:00:00,5,4,1,14.61449145292948,0,9.63310246508421,456.18505708810363
2000-01-08 05:00:00,5,5,1,16.70575987408322,0,9.29626798750699,533.0963378407265
2000-01-08 06:00:00,5,6,1,16.383453996650097,0,65.40406131541769,441.34883714227135
2000-01-08 07:00:00,5,7,1,19.13591624518012,0,65.47678886925912,530.9304070551102
2000-01-08 08:00:00,5,8,1,15.065009459389534,0,115.0283555975342,390.36924327613957
2000-01-08 09:00:00,5,9,1,22.267670385786584,0,240.804444815896,422.42661883862047
2000-01-08 10:00:00,5,10,1,13.67671583381022,0,188.66379521810777,390.16602680830886
2000-01-08 11:00:00,5,11,1,28.600845832948096,0,274.12817883802893,343.7226638535118
2000-01-08 12:00:00,5,12,1,18.12833673882503,0,174.2449819322249,381.72343869190667
2000-01-08 13:00:00,5,13,1,10.714212217918586,0,219.77883766991718,417.36632370987235
2000-01-08 14:00:00,5,14,1,9.645537509694439,0,128.81163948501393,439.730393336612
2000-01-08 15:00:00,5,15,1,17.412362076215928,0,221.11958152204355,349.59500868225143
2000-01-08 16:00:00,5,16,1,13.882686073370746,0,107.39531893493377,486.74901043263054
2000-01-08 17:00:00,5,17,1,18.57000247046046,0,59.72647975807514,484.85076499181105
2000-01-08 18:00:00,5,18,1,17.366188122867726,0,201.6937887986616,531.0221916171198
2000-01-08 19:00:00,5,19,1,14.635855436715635,0,4.876635198472481,579.779759105495
2000-01-08 20:00:00,5,20,1,10.766031409657975,0,4.499038248125449,634.7889335064424
2000-01-08 21:00:00,5,21,1,7.425763876570677,0,3.6660840240034034,563.3766519400123
2000-01-08 22:00:00,5,22,1,12.767425239664895,0,9.315068082225523,658.7748828766398
2000-01-08 23:00:00,5,23,1,19.28199397161736,0,1.9166915542163276,505.011346688094
2000-01-09 00:00:00,6,0,1,16.07046872065102,0,4.264720733345204,622.8523946652431
2000-01-09 01:00:00,6,1,1,8.77130610644006,0,7.820265734424991,578.819743369582
2000-01-09 02:00:00,6,2,1,15.86590462925591,0,3.77949474281825,500.194272747884
2000-01-09 03:00:00,6,3,1,16.926586898644185,0,9.205406096934043,541.2917702396933
2000-01-09 04:00:00,6,4,1,10.580712818994336,0,4.783145919010236,604.8846511551994
2000-01-09 05:00:00,6,5,1,15.76862552972764,0,9.553351083921198,538.834762152081
2000-01-09 06:00:00,6,6,1,15.29104359223,0,69.09128379498212,443.81171955323595
2000-01-09 07:00:00,6,7,1,9.285148510846884,0,145.3565036789345,416.9163127232802
2000-01-09 08:00:00,6,8,1,16.788936801741418,0,256.4731053305321,365.5537556987591
2000-01-09 09:00:00,6,9,1,17.80392263184117,0,115.76470790779767,375.6501301017181
2000-01-09 10:00:00,6,10,1,20.415256215876383,0,201.58976347606603,469.9760377396986
2000-01-09 11:00:00,6,11,1,20.269010260174515,0,215.07310462811301,442.1848178830982
2000-01-09 12:00:00,6,12,1,8.111653160214544,0,174.03391614027262,533.2105748527058
2000-01-09 13:00:00,6,13,1,10.310874800424386,0,216.30852347525152,489.3872676537203
2000-01-09 14:00:00,6,14,1,17.5751763360433,0,95.9687062929679,448.4702930966632
2000-01-09 15:00:00,6,15,1,17.568929754561044,0,153.78562594036765,482.2566787529589
2000-01-09 16:00:00,6,16,1,17.575238431530238,0,238.93045012857604,481.4808314752538
2000-01-09 17:00:00,6,17,1,34.26365745327361,0,170.6258330537946,452.88697378758474
2000-01-09 18:00:00,6,18,1,17.854452553465833,0,191.75626892618095,614.2920615512925
2000-01-09 19:00:00,6,19,1,20.677828200902994,0,9.732958574129714,551.4906794074694
2000-01-09 20:00:00,6,20,1,19.770008817466014,0,1.4665184608538329,611.050447151629
2000-01-09 21:00:00,6,21,1,18.25695625652899,0,5.296429166999941,601.0164042349061
2000-01-09 22:00:00,6,22,1,13.423653776798272,0,4.766146032406525,664.3186750655859
2000-01-09 23:00:00,6,23,1,18.794846102466337,0,5.647096099417088,544.542297901979
2000-01-10 00:00:00,0,0,0,11.13587392731214,0,9.71225874653835,546.4698922137835
2000-01-10 01:00:00,0,1,0,13.815906966299956,0,2.7557477022304266,563.5646177908715
2000-01-10 02:00:00,0,2,0,12.573182260854482,0,2.9443080025571677,495.8548393862711
2000-01-10 03:00:00,0,3,0,15.409370696931612,0,2.711887943242286,503.81335213690954
2000-01-10 04:00:00,0,4,0,26.573292833367542,0,3.090604010099698,644.3215159734104
2000-01-10 05:00:00,0,5,0,5.663674037041259,0,7.576141439772285,480.75014401401614
2000-01-10 06:00:00,0,6,0,18.43130095187257,0,293.3409409122813,342.6308570552872
2000-01-10 07:00:00,0,7,0,6.936420644051742,0,125.75883386022359,444.406431047613
2000-01-10 08:00:00,0,8,0,12.640340671052833,0,58.807922012808724,586.7508921831355
2000-01-10 09:00:00,0,9,0,20.444752984836832,0,136.1847420057098,487.67071878440515
2000-01-10 10:00:00,0,10,0,15.321400095477314,0,75.12968818696476,525.7445237175739
2000-01-10 11:00:00,0,11,0,9.611276110353469,0,94.46340601060042,441.15945340320434
2000-01-10 12:00:00,0,12,0,11.423481453700159,0,173.8657181266968,428.42975908122736
2000-01-10 13:00:00,0,13,0,18.39798874467338,0,265.31535705658825,419.57305801625506
2000-01-10 14:00:00,0,14,0,11.348166841414317,0,192.53167197682518,461.04275939337373
2000-01-10 15:00:00,0,15,0,16.082292947909874,0,92.75888268467543,422.1986543501248
2000-01-10 16:00:00,0,16,0,15.227859199519068,0,79.00067307758275,509.4202434668063
2000-01-10 17:00:00,0,17,0,11.741998261970915,0,55.938661987800245,494.96432376272156
2000-01-10 18:00:00,0,18,0,25.719720446626628,0,130.34953942773666,623.0326623726555
2000-01-10 19:00:00,0,19,0,18.169595111590056,0,6.3658843784851395,678.8217082215713
2000-01-10 20:00:00,0,20,0,4.874287066711965,0,4.772036672759769,596.5721407083179
2000-01-10 21:00:00,0,21,0,15.932271573847139,0,8.251567054150561,638.6974165265058
2000-01-10 22:00:00,0,22,0,11.69106767615806,0,8.757292960531057,716.7647674381637
2000-01-10 23:00:00,0,23,0,19.26216667398112,0,4.131556805348168,542.3676093359082
2000-01-11 00:00:00,1,0,0,11.037396307836497,0,4.170912702217416,508.40860438652516
2000-01-11 01:00:00,1,1,0,14.426317792665506,0,9.53413729724258,478.22538067726975
2000-01-11 02:00:00,1,2,0,17.524936394902287,0,2.8316969410094686,522.0439421466576
2000-01-11 03:00:00,1,3,0,19.328775970850607,0,4.562165522524857,569.520529333051
2000-01-11 04:00:00,1,4,0,8.998517964721119,0,1.9988705370240334,512.5967244784149
2000-01-11 05:00:00,1,5,0,13.327493820795258,0,3.344604860197804,502.8429533422361
2000-01-11 06:00:00,1,6,0,12.62527344419522,0,165.1553848282648,455.7531644228191
2000-01-11 07:00:00,1,7,0,11.73335383713144,0,106.32229957800683,499.8712591218257
2000-01-11 08:00:00,1,8,0,23.827271201405484,0,237.8004419709565,448.30609475974575
2000-01-11 09:00:00,1,9,0,17.024908554804778,0,269.19480619269245,389.2832613579568
2000-01-11 10:00:00,1,10,0,8.695580228324774,0,58.566529897798745,408.7205918579441
2000-01-11 11:00:00,1,11,0,19.58930973527388,0,263.984664288418,484.22140477452666
2000-01-11 12:00:00,1,12,0,25.610780985063165,0,73.06859461993425,441.8062882542124
2000-01-11 13:00:00,1,13,0,20.162326302755734,0,102.56044832392001,479.73851722984415
2000-01-11 14:00:00,1,14,0,7.403150170229933,0,105.72209715290136,426.9578923184935
2000-01-11 15:00:00,1,15,0,12.578829635668743,0,119.99435958777778,484.0552950422672
2000-01-11 16:00:00,1,16,0,21.334555745933113,0,181.20426767839686,436.069614625714
2000-01-11 17:00:00,1,17,0,11.461652671906096,0,104.64205816567232,530.4533437335136
2000-01-11 18:00:00,1,18,0,17.219097140731144,0,60.812526112810694,588.5815368319807
2000-01-11 19:00:00,1,19,0,18.873170267146683,0,2.9746530822266193,589.4176204603709
2000-01-11 20:00:00,1,20,0,10.365347642109585,0,1.3633636872143506,602.3158040949472
2000-01-11 21:00:00,1,21,0,14.702373219691,0,3.8110928321277724,609.4426365760344
2000-01-11 22:00:00,1,22,0,-1.2063367003453642,0,1.463807679386061,656.0092128585238
2000-01-11 23:00:00,1,23,0,9.878061793328552,0,6.065994736139806,490.24558570034
2000-01-12 00:00:00,2,0,0,13.737159243034199,0,9.56030783250653,550.2482347388773
2000-01-12 01:00:00,2,1,0,8.761084090175753,0,8.89263417028877,577.5911173848164
2000-01-12 02:00:00,2,2,0,23.162056519658176,0,1.9801535391678038,562.6163626410244
2000-01-12 03:00:00,2,3,0,7.849293110196837,0,4.206562085831239,577.7333507915582
2000-01-12 04:00:00,2,4,0,12.79977756651508,0,0.36939318650852204,560.3414522203653
2000-01-12 05:00:00,2,5,0,15.653702886430457,0,2.9057680805217547,515.5738244877392
2000-01-12 06:00:00,2,6,0,22.206366445330577,0,243.57222832390408,457.4856148756056
2000-01-12 07:00:00,2,7,0,7.8206892441028035,0,153.51859922564023,481.15206435508185
2000-01-12 08:00:00,2,8,0,20.815818760774796,0,205.02437415831432,461.6657978172446
2000-01-12 09:00:00,2,9,0,15.051165305097935,0,278.8527885046923,264.8340961656157
2000-01-12 10:00:00,2,10,0,10.092456744760245,0,159.28130017074625,430.48040143924885
2000-01-12 11:00:00,2,11,0,17.310517371316354,0,180.54155657308092,432.7635500261973
2000-01-12 12:00:00,2,12,0,15.995298477867351,0,236.7667303246304,434.4172641740425
2000-01-12 13:00:00,2,13,0,11.998915614206027,0,221.27260475609572,469.0261738430864
2000-01-12 14:00:00,2,14,0,15.349010424950094,0,276.15533774252003,391.08799492690923
2000-01-12 15:00:00,2,15,0,13.0734320156912,0,194.2381147866334,419.14843491966576
2000-01-12 16:00:00,2,16,0,15.56758672625624,0,295.9151227658871,342.8661231397742
2000-01-12 17:00:00,2,17,0,18.310653372605234,0,206.0224702622425,418.81111343503875
2000-01-12 18:00:00,2,18,0,22.93008408072676,0,102.14030239352647,550.8816232549285
2000-01-12 19:00:00,2,19,0,8.810922505865754,0,9.77430135980103,469.23443369089983
2000-01-12 20:00:00,2,20,0,25.665166873281333,0,5.299863427966491,654.1965870578097
2000-01-12 21:00:00,2,21,0,5.239561002387491,0,9.594377244051243,629.9235421350897
2000-01-12 22:00:00,2,22,0,14.241074524822084,0,7.433803501156796,576.0376823996892
2000-01-12 23:00:00,2,23,0,17.941586032422883,0,8.1436030854794,533.8851637031156
2000-01-13 00:00:00,3,0,0,16.404959338675162,0,0.0023794468150617476,505.4881787644594
2000-01-13 01:00:00,3,1,0,11.886502400897031,0,5.103008917651005,517.6088278322475
2000-01-13 02:00:00,3,2,0,13.959388748213623,0,3.7147657880188447,536.6332425343164
2000-01-13 03:00:00,3,3,0,12.534995326705836,0,6.382914069058707,613.841117476362
2000-01-13 04:00:00,3,4,0,12.053176215278942,0,0.8367882809015426,521.8923703298357
2000-01-13 05:00:00,3,5,0,19.248010485105123,0,7.91325623037797,541.1720365257328
2000-01-13 06:00:00,3,6,0,16.785077429825236,0,152.9891743921948,413.94237299158317
2000-01-13 07:00:00,3,7,0,11.53545202369673,0,228.32828377287225,387.99167288444323
2000-01-13 08:00:00,3,8,0,19.497999377166252,0,289.52199089883715,338.18464411461946
2000-01-13 09:00:00,3,9,0,16.536497604383047,0,176.2565223065086,401.7312457323999
2000-01-13 10:00:00,3,10,0,19.0643105941948,0,71.25323474814053,428.5707354050836
2000-01-13 11:00:00,3,11,0,18.14814420961806,0,214.82554698277963,476.00157135156513
2000-01-13 12:00:00,3,12,0,10.855024945389639,0,112.33562774596207,474.68284459502587
2000-01-13 13:00:00,3,13,0,12.199094799015153,0,185.51148848196715,465.9966379083125
2000-01-13 14:00:00,3,14,0,18.736468025616308,0,160.05163493161425,429.15992861933387
2000-01-13 15:00:00,3,15,0,18.051851327167324,0,247.54635827053662,478.27347173568535
2000-01-13 16:00:00,3,16,0,14.895492030179259,0,258.64881727094337,366.8148624017305
2000-01-13 17:00:00,3,17,0,15.58663691654391,0,57.718212382918196,452.58020701662963
2000-01-13 18:00:00,3,18,0,21.388324478942124,0,171.5463739724956,566.7477123391585
2000-01-13 19:00:00,3,19,0,12.042143055820851,0,3.5855294291114403,636.2501362751326
